economy,period,lsci_value
Bulgaria,2012Q01,22.34386
Cabo Verde,2012Q01,19.17897
Cambodia,2012Q01,13.67201
Cameroon,2012Q01,61.88673
Canada,2012Q01,141.90447
Cayman Islands,2012Q01,9.43552
Chile,2012Q01,99.24291
China,2012Q01,877.54035
"China, Hong Kong SAR",2012Q01,536.51187
"China, Taiwan Province of",2012Q01,328.20374
Colombia,2012Q01,158.13506
Comoros,2012Q01,20.66856
Congo,2012Q01,57.06006
Cook Islands,2012Q01,6.75677
Costa Rica,2012Q01,98.49229
Cote d'Ivoire,2012Q01,71.84318
Croatia,2012Q01,46.51261
Cuba,2012Q01,34.10586
Curacao,2012Q01,34.97053
Cyprus,2012Q01,63.57477
Dem. People's Rep. of Korea,2012Q01,3.35155
Dem. Rep. of the Congo,2012Q01,23.91463
Denmark,2012Q01,100.33976
Djibouti,2012Q01,51.61312
Dominica,2012Q01,19.97363
Dominican Republic,2012Q01,116.6301
Ecuador,2012Q01,91.44993
Egypt,2012Q01,209.38702
El Salvador,2012Q01,21.96059
Equatorial Guinea,2012Q01,31.62613
Eritrea,2012Q01,9.30729
Estonia,2012Q01,31.71654
Faroe Islands,2012Q01,14.44362
Fiji,2012Q01,44.30507
Finland,2012Q01,84.51107
France,2012Q01,270.77499
French Guiana,2012Q01,15.44173
French Polynesia,2012Q01,38.875280000000004
Gabon,2012Q01,39.67091
Gambia,2012Q01,21.92018
Georgia,2012Q01,24.08923
Germany,2012Q01,411.33202
Ghana,2012Q01,82.51131
Gibraltar,2012Q01,13.53223
Greece,2012Q01,109.28657
Grenada,2012Q01,21.65259
Guadeloupe,2012Q01,40.34227
Guam,2012Q01,22.52291
Guatemala,2012Q01,76.62758
Guernsey,2012Q01,7.06555
Guinea,2012Q01,26.67272
Guinea-Bissau,2012Q01,14.61235
Guyana,2012Q01,38.2937
Haiti,2012Q01,33.74794
Honduras,2012Q01,61.02885
Iceland,2012Q01,15.4946
India,2012Q01,249.86745
Indonesia,2012Q01,221.88803
Iran (Islamic Republic of),2012Q01,89.56786
Iraq,2012Q01,18.17541
Ireland,2012Q01,54.6447
Israel,2012Q01,97.34159
Italy,2012Q01,292.02572
Jamaica,2012Q01,92.94063
Japan,2012Q01,441.91804
Jersey,2012Q01,7.06555
Jordan,2012Q01,64.44753
Kenya,2012Q01,59.58217
Kiribati,2012Q01,11.7238
Kuwait,2012Q01,44.03433
Latvia,2012Q01,37.3501
Lebanon,2012Q01,80.7687
Liberia,2012Q01,14.47873
Libya,2012Q01,30.6685
Lithuania,2012Q01,45.16731
Madagascar,2012Q01,33.86798
Malaysia,2012Q01,487.68216
Maldives,2012Q01,13.09752
Malta,2012Q01,113.625
Marshall Islands,2012Q01,15.0068
Martinique,2012Q01,32.53904
Mauritania,2012Q01,24.13229
Mauritius,2012Q01,60.76739
Mayotte,2012Q01,24.37878
Mexico,2012Q01,152.49897
Micronesia (Federated States of),2012Q01,8.42257
Montenegro,2012Q01,13.5413
Morocco,2012Q01,165.46877
Mozambique,2012Q01,53.8233
Myanmar,2012Q01,29.53911
Namibia,2012Q01,44.59418
Nauru,2012Q01,4.2240400000000005
Netherlands (Kingdom of the),2012Q01,410.96488
Netherlands Antilles,2012Q01,
New Caledonia,2012Q01,46.83618
New Zealand,2012Q01,85.91384
Nicaragua,2012Q01,16.83814
Nigeria,2012Q01,92.62777
Niue,2012Q01,4.27479
Norfolk Island,2012Q01,2.6154
Northern Mariana Islands,2012Q01,13.64223
Norway,2012Q01,65.07501
Oman,2012Q01,122.82786
Pakistan,2012Q01,106.03343
Palau,2012Q01,8.59371
Panama,2012Q01,187.25321
Papua New Guinea,2012Q01,32.83623
Paraguay,2012Q01,4.98036
Peru,2012Q01,99.06244
Philippines,2012Q01,129.02769
Poland,2012Q01,85.5633
Portugal,2012Q01,148.38945
Puerto Rico,2012Q01,45.55383
Qatar,2012Q01,41.51617
Republic of Korea,2012Q01,500.69047
Republic of Moldova,2012Q01,3.37943
Reunion,2012Q01,31.14763
Romania,2012Q01,52.16009
Russian Federation,2012Q01,185.54445
Saint Kitts and Nevis,2012Q01,17.42868
Saint Lucia,2012Q01,24.78598
Saint Vincent and the Grenadines,2012Q01,24.24013
Samoa,2012Q01,22.02202
Sao Tome and Principe,2012Q01,17.75832
Saudi Arabia,2012Q01,203.81255
Senegal,2012Q01,55.91263
Serbia and Montenegro,2012Q01,
Seychelles,2012Q01,25.87351
Sierra Leone,2012Q01,17.27208
Singapore,2012Q01,556.89896
Sint Maarten (Dutch part),2012Q01,37.12895
Slovenia,2012Q01,53.32185
Solomon Islands,2012Q01,29.64979
South Africa,2012Q01,138.42113
Spain,2012Q01,369.99802
Sri Lanka,2012Q01,170.11173
Sudan,2012Q01,26.74879
Sudan (...2011),2012Q01,
Suriname,2012Q01,31.59616
Sweden,2012Q01,119.25622
Syrian Arab Republic,2012Q01,54.44786
Thailand,2012Q01,197.42508
Timor-Leste,2012Q01,7.78558
Togo,2012Q01,47.10594
Tonga,2012Q01,19.62336
Trinidad and Tobago,2012Q01,83.94691
Tunisia,2012Q01,53.0736
Turkiye,2012Q01,194.88066
Ukraine,2012Q01,62.69183
United Arab Emirates,2012Q01,288.80313
United Kingdom,2012Q01,403.67199
United Republic of Tanzania,2012Q01,54.4401
United States,2012Q01,463.76573
United States Virgin Islands,2012Q01,20.56974
Uruguay,2012Q01,88.4799
Vanuatu,2012Q01,24.28062
Venezuela (Bolivarian Rep. of),2012Q01,96.35466
Viet Nam,2012Q01,222.47637
Yemen,2012Q01,34.21821
Albania,2012Q02,16.53791
Algeria,2012Q02,54.25939
American Samoa,2012Q02,20.10207
Angola,2012Q02,72.29508
Anguilla,2012Q02,10.3151
Antigua and Barbuda,2012Q02,22.99
Argentina,2012Q02,103.38724
Aruba,2012Q02,33.07387
Australia,2012Q02,145.84647
Bahamas,2012Q02,63.69805
Bahrain,2012Q02,46.09589
Bangladesh,2012Q02,39.43435
Barbados,2012Q02,32.5019
Belgium,2012Q02,405.68568
Belize,2012Q02,23.38966
Benin,2012Q02,62.47865
Bermuda,2012Q02,7.78925
"Bonaire, Sint Eustatius and Saba",2012Q02,14.01124
Brazil,2012Q02,142.50107
British Virgin Islands,2012Q02,11.72357
Brunei Darussalam,2012Q02,24.92906
Bulgaria,2012Q02,25.68754
Cabo Verde,2012Q02,18.7273
Cambodia,2012Q02,13.67201
Cameroon,2012Q02,65.91805
Canada,2012Q02,138.02792
Cayman Islands,2012Q02,9.43552
Chile,2012Q02,95.05091
China,2012Q02,885.88741
"China, Hong Kong SAR",2012Q02,521.04246
"China, Taiwan Province of",2012Q02,322.4883
Colombia,2012Q02,155.94004
Comoros,2012Q02,20.87019
Congo,2012Q02,59.21897
Cook Islands,2012Q02,6.75677
Costa Rica,2012Q02,95.24058
Cote d'Ivoire,2012Q02,75.04394
Croatia,2012Q02,52.58465
Cuba,2012Q02,34.13612
Curacao,2012Q02,35.34776
Cyprus,2012Q02,68.43123
Dem. People's Rep. of Korea,2012Q02,3.35155
Dem. Rep. of the Congo,2012Q02,33.8781
Denmark,2012Q02,89.9739
Djibouti,2012Q02,50.5044
Dominica,2012Q02,19.97363
Dominican Republic,2012Q02,113.88996
Ecuador,2012Q02,84.60323
Egypt,2012Q02,198.88401
El Salvador,2012Q02,24.17157
Equatorial Guinea,2012Q02,31.75332
Eritrea,2012Q02,9.30729
Estonia,2012Q02,35.92851
Faroe Islands,2012Q02,14.43767
Fiji,2012Q02,40.2273
Finland,2012Q02,91.85871
France,2012Q02,265.61309
French Guiana,2012Q02,15.44173
French Polynesia,2012Q02,37.0781
Gabon,2012Q02,47.5218
Gambia,2012Q02,31.28422
Georgia,2012Q02,24.93697
Germany,2012Q02,413.6951
Ghana,2012Q02,77.36182
Gibraltar,2012Q02,12.33918
Greece,2012Q02,117.11475
Grenada,2012Q02,30.33478
Guadeloupe,2012Q02,39.32751
Guam,2012Q02,22.52291
Guatemala,2012Q02,73.11413
Guernsey,2012Q02,7.06555
Guinea,2012Q02,35.24742
Guinea-Bissau,2012Q02,14.16068
Guyana,2012Q02,37.75018
Haiti,2012Q02,38.28776
Honduras,2012Q02,61.95046
Iceland,2012Q02,15.94959
India,2012Q02,233.94116
Indonesia,2012Q02,217.7582
Iran (Islamic Republic of),2012Q02,84.78192
Iraq,2012Q02,20.57223
Ireland,2012Q02,56.81532
Israel,2012Q02,98.75262
Italy,2012Q02,289.69729
Jamaica,2012Q02,97.66734
Japan,2012Q02,434.37074
Jersey,2012Q02,7.06555
Jordan,2012Q02,63.27893
Kenya,2012Q02,62.34888
Kiribati,2012Q02,11.7238
Kuwait,2012Q02,40.48175
Latvia,2012Q02,36.477
Lebanon,2012Q02,83.68149
Liberia,2012Q02,24.54544
Libya,2012Q02,32.46969
Lithuania,2012Q02,45.21518
Madagascar,2012Q02,43.24959
Malaysia,2012Q02,478.27742
Maldives,2012Q02,13.09752
Malta,2012Q02,107.77605
Marshall Islands,2012Q02,15.0068
Martinique,2012Q02,31.52429
Mauritania,2012Q02,24.27131
Mauritius,2012Q02,66.92844
Mayotte,2012Q02,24.40253
Mexico,2012Q02,147.43691
Micronesia (Federated States of),2012Q02,8.42257
Montenegro,2012Q02,13.21629
Morocco,2012Q02,166.99124
Mozambique,2012Q02,54.9739
Myanmar,2012Q02,34.28536
Namibia,2012Q02,46.64465
Nauru,2012Q02,4.2240400000000005
Netherlands (Kingdom of the),2012Q02,408.84829
Netherlands Antilles,2012Q02,
New Caledonia,2012Q02,45.08987
New Zealand,2012Q02,85.19159
Nicaragua,2012Q02,18.37167
Nigeria,2012Q02,88.43147
Niue,2012Q02,4.27479
Norfolk Island,2012Q02,2.6154
Northern Mariana Islands,2012Q02,13.64223
Norway,2012Q02,64.49732
Oman,2012Q02,126.4857
Pakistan,2012Q02,103.78558
Palau,2012Q02,8.59371
Panama,2012Q02,191.00909
Papua New Guinea,2012Q02,37.78802
Paraguay,2012Q02,4.98036
Peru,2012Q02,98.54609
Philippines,2012Q02,126.35146
Poland,2012Q02,85.36004
Portugal,2012Q02,152.32933
Puerto Rico,2012Q02,45.52082
Qatar,2012Q02,39.41068
Republic of Korea,2012Q02,506.11455
Republic of Moldova,2012Q02,3.37943
Reunion,2012Q02,43.26373
Romania,2012Q02,49.55717
Russian Federation,2012Q02,218.44873
Saint Kitts and Nevis,2012Q02,17.42868
Saint Lucia,2012Q02,32.50135
Saint Vincent and the Grenadines,2012Q02,32.63293
Samoa,2012Q02,24.40524
Sao Tome and Principe,2012Q02,17.75832
Saudi Arabia,2012Q02,191.756
Senegal,2012Q02,51.88796
Serbia and Montenegro,2012Q02,
Seychelles,2012Q02,27.8863
Sierra Leone,2012Q02,17.94794
Singapore,2012Q02,556.66538
Sint Maarten (Dutch part),2012Q02,37.12895
Slovenia,2012Q02,61.28506
Solomon Islands,2012Q02,30.3471
South Africa,2012Q02,131.86561
Spain,2012Q02,354.89508
Sri Lanka,2012Q02,177.03136
Sudan,2012Q02,28.37072
Sudan (...2011),2012Q02,
Suriname,2012Q02,33.08497
Sweden,2012Q02,129.4989
Syrian Arab Republic,2012Q02,54.05103
Thailand,2012Q02,187.47799
Timor-Leste,2012Q02,14.95613
Togo,2012Q02,50.83191
Tonga,2012Q02,22.00658
Trinidad and Tobago,2012Q02,79.59703
Tunisia,2012Q02,43.2815
Turkiye,2012Q02,200.8385
Ukraine,2012Q02,66.37473
United Arab Emirates,2012Q02,282.70645
United Kingdom,2012Q02,389.59715
United Republic of Tanzania,2012Q02,57.65478
United States,2012Q02,476.05085
United States Virgin Islands,2012Q02,20.56974
Uruguay,2012Q02,86.69056
Vanuatu,2012Q02,20.62513
Venezuela (Bolivarian Rep. of),2012Q02,95.37185
Viet Nam,2012Q02,215.93904
Wallis and Futuna Islands,2012Q02,7.40309
Yemen,2012Q02,38.98311
Albania,2012Q03,16.93732
Algeria,2012Q03,55.66209
American Samoa,2012Q03,20.10207
Angola,2012Q03,76.91215
Anguilla,2012Q03,10.3151
Antigua and Barbuda,2012Q03,22.99
Argentina,2012Q03,108.60896
Aruba,2012Q03,34.20494
Australia,2012Q03,145.08459
Bahamas,2012Q03,65.7019
Bahrain,2012Q03,49.99448
Bangladesh,2012Q03,39.43606
Barbados,2012Q03,32.49297
Belgium,2012Q03,399.52773
Belize,2012Q03,23.47837
Benin,2012Q03,55.00489
Bermuda,2012Q03,7.78925
"Bonaire, Sint Eustatius and Saba",2012Q03,14.01208
Brazil,2012Q03,144.99249
British Virgin Islands,2012Q03,11.72357
Brunei Darussalam,2012Q03,22.10719
Bulgaria,2012Q03,26.34661
Cabo Verde,2012Q03,18.7273
Cambodia,2012Q03,13.85593
Cameroon,2012Q03,67.32115
Canada,2012Q03,144.00043
Cayman Islands,2012Q03,9.43552
Chile,2012Q03,95.00372
China,2012Q03,896.93674
"China, Hong Kong SAR",2012Q03,528.62129
"China, Taiwan Province of",2012Q03,323.44165
Colombia,2012Q03,153.44256
Comoros,2012Q03,20.87019
Congo,2012Q03,67.05335
Cook Islands,2012Q03,6.75677
Costa Rica,2012Q03,94.72967
Cote d'Ivoire,2012Q03,79.93686
Croatia,2012Q03,48.73816
Cuba,2012Q03,35.81073
Curacao,2012Q03,36.47883
Cyprus,2012Q03,66.33979
Dem. People's Rep. of Korea,2012Q03,3.35155
Dem. Rep. of the Congo,2012Q03,31.97884
Denmark,2012Q03,92.03403
Djibouti,2012Q03,52.71374
Dominica,2012Q03,19.97363
Dominican Republic,2012Q03,115.7499
Ecuador,2012Q03,83.40719
Egypt,2012Q03,209.40552
El Salvador,2012Q03,21.54845
Equatorial Guinea,2012Q03,32.7509
Eritrea,2012Q03,9.30729
Estonia,2012Q03,40.08746
Faroe Islands,2012Q03,14.43767
Fiji,2012Q03,44.59173
Finland,2012Q03,93.61789
France,2012Q03,263.6351
French Guiana,2012Q03,17.93548
French Polynesia,2012Q03,37.74814
Gabon,2012Q03,45.86159
Gambia,2012Q03,29.49628
Georgia,2012Q03,24.9803
Germany,2012Q03,421.29285
Ghana,2012Q03,78.41155
Gibraltar,2012Q03,12.33918
Greece,2012Q03,118.99673
Grenada,2012Q03,30.33561
Guadeloupe,2012Q03,43.24187
Guam,2012Q03,22.52291
Guatemala,2012Q03,73.77209
Guernsey,2012Q03,5.34354
Guinea,2012Q03,34.99251
Guinea-Bissau,2012Q03,14.83813
Guyana,2012Q03,37.13558
Haiti,2012Q03,38.2938
Honduras,2012Q03,62.86785
Iceland,2012Q03,15.94959
India,2012Q03,231.87322
Indonesia,2012Q03,217.62899
Iran (Islamic Republic of),2012Q03,86.59095
Iraq,2012Q03,23.13799
Ireland,2012Q03,58.49658
Israel,2012Q03,106.83432
Italy,2012Q03,284.82135
Jamaica,2012Q03,95.39527
Japan,2012Q03,438.08873
Jersey,2012Q03,5.34354
Jordan,2012Q03,61.10857
Kenya,2012Q03,60.33691
Kiribati,2012Q03,11.7238
Kuwait,2012Q03,42.30969
Latvia,2012Q03,38.6311
Lebanon,2012Q03,86.67909
Liberia,2012Q03,24.2265
Libya,2012Q03,33.177
Lithuania,2012Q03,41.75934
Madagascar,2012Q03,40.50507
Malaysia,2012Q03,480.22295
Maldives,2012Q03,24.12496
Malta,2012Q03,103.17838
Marshall Islands,2012Q03,15.0068
Martinique,2012Q03,29.70223
Mauritania,2012Q03,21.12847
Mauritius,2012Q03,63.73899
Mayotte,2012Q03,24.40253
Mexico,2012Q03,155.95755
Micronesia (Federated States of),2012Q03,8.42257
Montenegro,2012Q03,13.18105
Morocco,2012Q03,167.12499
Mozambique,2012Q03,53.47001
Myanmar,2012Q03,41.37209
Namibia,2012Q03,49.82645
Netherlands (Kingdom of the),2012Q03,412.81201
Netherlands Antilles,2012Q03,
New Caledonia,2012Q03,45.67983
New Zealand,2012Q03,85.2586
Nicaragua,2012Q03,18.37167
Nigeria,2012Q03,89.1208
Niue,2012Q03,4.27479
Norfolk Island,2012Q03,2.6154
Northern Mariana Islands,2012Q03,13.64223
Norway,2012Q03,63.37775
Oman,2012Q03,139.14736
Pakistan,2012Q03,109.58316
Palau,2012Q03,8.59371
Panama,2012Q03,193.26281
Papua New Guinea,2012Q03,40.7439
Paraguay,2012Q03,4.98036
Peru,2012Q03,103.85558
Philippines,2012Q03,137.10545
Poland,2012Q03,80.82037
Portugal,2012Q03,154.17716
Puerto Rico,2012Q03,48.75123
Qatar,2012Q03,39.41068
Republic of Korea,2012Q03,519.58327
Republic of Moldova,2012Q03,3.37943
Reunion,2012Q03,41.03399
Romania,2012Q03,56.75943
Russian Federation,2012Q03,225.01983
Saint Kitts and Nevis,2012Q03,17.42868
Saint Lucia,2012Q03,32.49326
Saint Vincent and the Grenadines,2012Q03,32.63377
Samoa,2012Q03,24.40524
Sao Tome and Principe,2012Q03,17.68935
Saudi Arabia,2012Q03,190.25559
Senegal,2012Q03,50.32113
Serbia and Montenegro,2012Q03,
Seychelles,2012Q03,26.88433
Sierra Leone,2012Q03,16.27411
Singapore,2012Q03,566.89844
Sint Maarten (Dutch part),2012Q03,37.12003
Slovenia,2012Q03,61.64698
Solomon Islands,2012Q03,31.35598
Somalia,2012Q03,3.4008700000000003
South Africa,2012Q03,136.84555
Spain,2012Q03,361.13911
Sri Lanka,2012Q03,173.59222
Sudan,2012Q03,28.46601
Sudan (...2011),2012Q03,
Suriname,2012Q03,33.8237
Sweden,2012Q03,122.83966
Syrian Arab Republic,2012Q03,53.68431
Thailand,2012Q03,191.90274
Timor-Leste,2012Q03,16.79988
Togo,2012Q03,47.58224
Tonga,2012Q03,22.00658
Trinidad and Tobago,2012Q03,77.00025
Tunisia,2012Q03,45.35232
Turkiye,2012Q03,209.43287
Ukraine,2012Q03,70.09862
United Arab Emirates,2012Q03,291.96445
United Kingdom,2012Q03,382.65342
United Republic of Tanzania,2012Q03,56.04089
United States,2012Q03,479.13873
United States Virgin Islands,2012Q03,23.13619
Uruguay,2012Q03,89.41155
Vanuatu,2012Q03,23.99875
Venezuela (Bolivarian Rep. of),2012Q03,97.56487
Viet Nam,2012Q03,215.84131
Wallis and Futuna Islands,2012Q03,7.40309
Yemen,2012Q03,40.27274
Albania,2012Q04,12.69804
Algeria,2012Q04,55.11026
American Samoa,2012Q04,19.42463
Angola,2012Q04,79.83
Anguilla,2012Q04,10.3151
Antigua and Barbuda,2012Q04,22.99
Argentina,2012Q04,113.18394
Aruba,2012Q04,30.3302
Australia,2012Q04,149.16315
Bahamas,2012Q04,68.38182
Bahrain,2012Q04,46.06193
Bangladesh,2012Q04,38.00453
Barbados,2012Q04,32.49297
Belgium,2012Q04,400.79956
Belize,2012Q04,23.47822
Benin,2012Q04,53.08065
Bermuda,2012Q04,7.78925
"Bonaire, Sint Eustatius and Saba",2012Q04,14.01208
Brazil,2012Q04,138.64198
British Virgin Islands,2012Q04,11.72357
Brunei Darussalam,2012Q04,26.17867
Bulgaria,2012Q04,26.8628
Cabo Verde,2012Q04,18.7273
Cambodia,2012Q04,19.22316
Cameroon,2012Q04,74.66865
Canada,2012Q04,145.57126
Cayman Islands,2012Q04,9.43552
Chile,2012Q04,94.41943
China,2012Q04,907.79515
"China, Hong Kong SAR",2012Q04,536.00627
"China, Taiwan Province of",2012Q04,323.20662
Colombia,2012Q04,158.89606
Comoros,2012Q04,20.69255
Congo,2012Q04,62.53669
Cook Islands,2012Q04,12.45542
Costa Rica,2012Q04,95.30592
Cote d'Ivoire,2012Q04,81.99214
Croatia,2012Q04,47.17059
Cuba,2012Q04,33.83365
Curacao,2012Q04,37.63999
Cyprus,2012Q04,64.89452
Dem. People's Rep. of Korea,2012Q04,3.35155
Dem. Rep. of the Congo,2012Q04,30.75286
Denmark,2012Q04,97.5193
Djibouti,2012Q04,53.81028
Dominica,2012Q04,19.97363
Dominican Republic,2012Q04,119.21688
Ecuador,2012Q04,80.26139
Egypt,2012Q04,221.28393
El Salvador,2012Q04,25.11247
Equatorial Guinea,2012Q04,35.37171
Eritrea,2012Q04,9.30729
Estonia,2012Q04,44.19903
Faroe Islands,2012Q04,14.44392
Fiji,2012Q04,47.70088
Finland,2012Q04,92.80103
France,2012Q04,275.75692
French Guiana,2012Q04,15.50375
French Polynesia,2012Q04,38.32272
Gabon,2012Q04,46.53009
Gambia,2012Q04,35.93689
Georgia,2012Q04,19.7555
Germany,2012Q04,401.20867
Ghana,2012Q04,82.05099
Gibraltar,2012Q04,12.33918
Greece,2012Q04,125.69381
Greenland,2012Q04,4.76003
Grenada,2012Q04,30.33561
Guadeloupe,2012Q04,38.26041
Guam,2012Q04,22.52291
Guatemala,2012Q04,78.04644
Guernsey,2012Q04,5.34354
Guinea,2012Q04,35.74858
Guinea-Bissau,2012Q04,14.83813
Guyana,2012Q04,37.81302
Haiti,2012Q04,38.2938
Honduras,2012Q04,65.33407
Iceland,2012Q04,16.76369
India,2012Q04,235.4583
Indonesia,2012Q04,219.94157
Iran (Islamic Republic of),2012Q04,81.47988
Iraq,2012Q04,25.48935
Ireland,2012Q04,57.1487
Israel,2012Q04,110.98852
Italy,2012Q04,288.56392
Jamaica,2012Q04,106.86815
Japan,2012Q04,442.80075
Jersey,2012Q04,5.34354
Jordan,2012Q04,61.63444
Kenya,2012Q04,56.7363
Kiribati,2012Q04,18.53304
Kuwait,2012Q04,43.58776
Latvia,2012Q04,30.60466
Lebanon,2012Q04,87.15078
Liberia,2012Q04,25.16923
Libya,2012Q04,42.90545
Lithuania,2012Q04,37.91273
Madagascar,2012Q04,40.4245
Malaysia,2012Q04,477.15754
Maldives,2012Q04,23.72825
Malta,2012Q04,112.32183
Marshall Islands,2012Q04,21.81605
Martinique,2012Q04,31.98612
Mauritania,2012Q04,21.76596
Mauritius,2012Q04,62.37953
Mayotte,2012Q04,24.08888
Mexico,2012Q04,159.50467
Micronesia (Federated States of),2012Q04,8.42257
Montenegro,2012Q04,11.440010000000001
Morocco,2012Q04,176.4601
Mozambique,2012Q04,46.41473
Myanmar,2012Q04,43.97019
Namibia,2012Q04,52.08917
Netherlands (Kingdom of the),2012Q04,403.02692
Netherlands Antilles,2012Q04,
New Caledonia,2012Q04,48.93264
New Zealand,2012Q04,92.61618
Nicaragua,2012Q04,21.87892
Nigeria,2012Q04,90.48091
Niue,2012Q04,4.27479
Norfolk Island,2012Q04,7.8957
Northern Mariana Islands,2012Q04,13.64223
Norway,2012Q04,61.63757
Oman,2012Q04,134.44636
Pakistan,2012Q04,108.89764
Palau,2012Q04,8.59371
Panama,2012Q04,194.67732
Papua New Guinea,2012Q04,41.37216
Paraguay,2012Q04,4.45241
Peru,2012Q04,103.71083
Philippines,2012Q04,143.79443
Poland,2012Q04,89.79852
Portugal,2012Q04,158.55116
Puerto Rico,2012Q04,51.21436
Qatar,2012Q04,36.81853
Republic of Korea,2012Q04,527.6342
Republic of Moldova,2012Q04,3.37943
Reunion,2012Q04,41.1105
Romania,2012Q04,63.45133
Russian Federation,2012Q04,232.81146
Saint Kitts and Nevis,2012Q04,17.42868
Saint Lucia,2012Q04,32.49326
Saint Vincent and the Grenadines,2012Q04,32.63377
Samoa,2012Q04,25.08269
Sao Tome and Principe,2012Q04,16.87007
Saudi Arabia,2012Q04,188.59211
Senegal,2012Q04,49.38403
Serbia and Montenegro,2012Q04,
Seychelles,2012Q04,28.3411
Sierra Leone,2012Q04,23.98799
Singapore,2012Q04,561.77542
Sint Maarten (Dutch part),2012Q04,37.12003
Slovenia,2012Q04,60.70076
Solomon Islands,2012Q04,31.35598
Somalia,2012Q04,3.4008700000000003
South Africa,2012Q04,129.9258
Spain,2012Q04,365.56816
Sri Lanka,2012Q04,173.23076
Sudan,2012Q04,28.212040000000002
Sudan (...2011),2012Q04,
Suriname,2012Q04,37.07511
Sweden,2012Q04,125.27198
Syrian Arab Republic,2012Q04,46.56977
Thailand,2012Q04,202.3736
Timor-Leste,2012Q04,16.79988
Togo,2012Q04,52.25415
Tonga,2012Q04,22.68402
Trinidad and Tobago,2012Q04,76.14584
Tunisia,2012Q04,46.27466
Turkiye,2012Q04,219.59459
Tuvalu,2012Q04,10.74888
Ukraine,2012Q04,72.70506
United Arab Emirates,2012Q04,299.65271
United Kingdom,2012Q04,381.27496
United Republic of Tanzania,2012Q04,53.7511
United States,2012Q04,482.28799
United States Virgin Islands,2012Q04,23.13619
Uruguay,2012Q04,91.91302
Vanuatu,2012Q04,27.08468
Venezuela (Bolivarian Rep. of),2012Q04,96.61194
Viet Nam,2012Q04,217.34439
Wallis and Futuna Islands,2012Q04,10.74888
Yemen,2012Q04,37.99868
Albania,2013Q01,15.57367
Algeria,2013Q01,53.61221
American Samoa,2013Q01,19.42463
Angola,2013Q01,80.10744
Anguilla,2013Q01,10.3151
Antigua and Barbuda,2013Q01,23.94877
Argentina,2013Q01,112.64433
Aruba,2013Q01,32.00326
Australia,2013Q01,152.48163
Bahamas,2013Q01,68.44141
Bahrain,2013Q01,54.61586
Bangladesh,2013Q01,36.89284
Barbados,2013Q01,32.6283
Belgium,2013Q01,384.0644
Belize,2013Q01,25.37002
Benin,2013Q01,54.02466
Bermuda,2013Q01,7.78925
"Bonaire, Sint Eustatius and Saba",2013Q01,14.34621
Brazil,2013Q01,136.64245
British Virgin Islands,2013Q01,11.72357
Brunei Darussalam,2013Q01,23.92121
Bulgaria,2013Q01,23.19611
Cabo Verde,2013Q01,19.30449
Cambodia,2013Q01,19.7037
Cameroon,2013Q01,72.19832
Canada,2013Q01,143.97244
Cayman Islands,2013Q01,9.43552
Chile,2013Q01,95.25159
China,2013Q01,886.94202
"China, Hong Kong SAR",2013Q01,523.12261
"China, Taiwan Province of",2013Q01,319.2393
Colombia,2013Q01,162.1869
Comoros,2013Q01,20.01631
Congo,2013Q01,63.66626
Cook Islands,2013Q01,9.55583
Costa Rica,2013Q01,94.18623
Cote d'Ivoire,2013Q01,85.89679
Croatia,2013Q01,45.06188
Cuba,2013Q01,31.90759
Curacao,2013Q01,36.4898
Cyprus,2013Q01,60.65341
Dem. Rep. of the Congo,2013Q01,35.0403
Denmark,2013Q01,100.91366
Djibouti,2013Q01,53.90207
Dominica,2013Q01,21.21579
Dominican Republic,2013Q01,116.82886
Ecuador,2013Q01,87.96554
Egypt,2013Q01,216.91907
El Salvador,2013Q01,26.76877
Equatorial Guinea,2013Q01,37.94311
Estonia,2013Q01,37.18802
Faroe Islands,2013Q01,14.44392
Fiji,2013Q01,49.1856
Finland,2013Q01,89.57706
France,2013Q01,285.7423
French Guiana,2013Q01,15.50509
French Polynesia,2013Q01,39.66652
Gabon,2013Q01,46.01809
Gambia,2013Q01,36.76757
Georgia,2013Q01,19.32483
Germany,2013Q01,399.2981
Ghana,2013Q01,81.77515
Gibraltar,2013Q01,5.9857
Greece,2013Q01,127.66579
Greenland,2013Q01,4.46593
Grenada,2013Q01,30.75838
Guadeloupe,2013Q01,38.15675
Guam,2013Q01,25.77392
Guatemala,2013Q01,76.81934
Guernsey,2013Q01,8.16448
Guinea,2013Q01,36.01568
Guinea-Bissau,2013Q01,14.7635
Guyana,2013Q01,38.82594
Haiti,2013Q01,44.97999
Honduras,2013Q01,67.31466
Iceland,2013Q01,16.76369
India,2013Q01,235.87085
Indonesia,2013Q01,228.29645
Iran (Islamic Republic of),2013Q01,84.71867
Iraq,2013Q01,27.57695
Ireland,2013Q01,48.89347
Israel,2013Q01,112.07619
Italy,2013Q01,276.5208
Jamaica,2013Q01,105.32822
Japan,2013Q01,437.87996
Jersey,2013Q01,8.16448
